Pz,Fp2,F7,Fp1,F4,F1,F3,F2,T3,Cz,T6,T5,T4,O2,C3,O1,C4,P3,P4,F8,Fz
-2.9851,0.90615,-3.0065,1.9704,-3.0457,1.9704,-1.1111,0.90615,-17.152,-9.0879,1.1111,-10.602,-0.13008,-1.9048,-5.9701,-7.6651,-4.0871,-4.0,1.9142,2.0305,-3.9409
2.9851,6.7314,1.8954,6.8966,5.0761,6.8966,6.1806,6.7314,-6.0972,-4.1128,6.0131,-2.7967,6.6992,5.977,-0.99502,-1.868,1.943,1.0,8.8449,9.1371,3.9409
0.0,6.7314,1.8954,6.8966,5.0761,6.8966,7.2222,6.7314,1.943,-2.1227,4.0523,0.13008,7.6748,1.0509,-1.99,-5.7327,2.9481,-2.0,6.8647,9.1371,4.9261
-10.945,2.8479,-3.9869,1.9704,-2.0305,1.9704,-0.06944,2.8479,3.9531,-8.0929,-9.6732,-12.553,-1.1057,-14.713,-10.945,-18.292999,-5.0921,-14.0,-6.0066,2.0305,-1.9704
-14.925,-0.06472,-6.9281,-0.98522,-3.0457,-0.98522,-2.1528,-0.06472,-12.127,-6.1028,-13.595,-20.358,-3.0569,-18.653999,-13.93,-21.191999,-6.0972,-19.0,-9.967,-2.0305,-2.9557
-8.9552,2.8479,-3.9869,-0.98522,2.0305,-0.98522,0.97222,2.8479,-13.132,2.8524,-6.732,-17.431,3.7724,-15.698,-5.9701,-16.361,-0.067,-12.0,-6.0066,4.0609,2.9557
-7.9602,0.90615,-3.0065,-1.9704,1.0152,-1.9704,-0.06944,0.90615,-2.0771,3.8474,-8.6928,-17.431,0.84553,-16.683001,-3.9801,-16.361,-1.072,-12.0,-6.9967,5.0761,1.9704
-9.9502,-2.9773,-2.0261,-4.9261,-2.0305,-4.9261,-4.2361,-2.9773,-2.0771,0.86235,-12.614,-17.431,-4.0325,-19.639,-5.9701,-21.191999,-4.0871,-15.0,-10.957,0.0,-1.9704
-7.9602,-2.9773,-3.9869,-5.9113,-2.0305,-5.9113,-5.2778,-2.9773,-11.122,-0.13267,-8.6928,-15.48,-1.1057,-15.698,-6.9652,-18.292999,-3.0821,-12.0,-8.9769,0.0,-2.9557
-2.9851,-2.9773,-3.0065,-5.9113,0.0,-5.9113,-5.2778,-2.9773,-14.137,2.8524,0.13072,-8.6504,4.748,-5.8456,-2.9851,-7.6651,0.93802,-5.0,-2.0462,2.0305,-2.9557
-4.9751,-5.89,-3.9869,-8.867,-4.0609,-8.867,-8.4028,-5.89,-5.0921,-0.13267,0.13072,-5.7236,2.7967,-5.8456,-4.9751,-8.6312,-1.072,-6.0,-2.0462,-1.0152,-6.8966
-13.93,-9.7735,-6.9281,-12.808,-12.183,-12.808,-14.653,-9.7735,-2.0771,-8.0929,-5.7516,-12.553,-4.0325,-13.727,-10.945,-15.395,-9.1122,-13.0,-8.9769,-6.0914,-15.764
-19.9,-10.744,-5.9477,-11.823,-14.213,-11.823,-16.736,-10.744,-6.0972,-14.063,-8.6928,-17.431,-2.0813,-17.667999,-15.92,-17.327,-12.127,-19.0,-13.927,-6.0914,-18.719
-21.891001,-10.744,-3.9869,-10.837,-14.213,-10.837,-16.736,-10.744,-1.072,-17.048,-9.6732,-20.358,0.84553,-17.667999,-17.91,-18.292999,-11.122,-21.0,-14.917,-6.0914,-17.733999
-20.896,-12.686,-3.9869,-13.793,-17.259001,-13.793,-16.736,-12.686,-3.0821,-18.042999,-11.634,-18.407,-1.1057,-18.653999,-16.915001,-18.292999,-10.117,-20.0,-15.908,-9.1371,-19.704
-16.915001,-12.686,-4.9673,-11.823,-19.289,-11.823,-16.736,-12.686,-15.142,-20.033001,-10.654,-14.504,-4.0325,-15.698,-15.92,-14.428,-12.127,-16.0,-14.917,-11.168,-20.690001
-13.93,-11.715,-4.9673,-9.8522,-21.32,-9.8522,-16.736,-11.715,-19.162001,-22.023001,-7.7124,-9.626,-5.9837,-9.7865,-15.92,-8.6312,-15.142,-11.0,-11.947,-12.183,-21.674999
-9.9502,-10.744,-3.0065,-8.867,-20.305,-8.867,-15.694,-10.744,-4.0871,-22.023001,-5.7516,-2.7967,-5.0081,-3.8752,-14.925,-1.868,-16.146999,-7.0,-9.967,-11.168,-19.704
-7.9602,-11.715,-3.9869,-9.8522,-19.289,-9.8522,-14.653,-11.715,0.93802,-22.023001,-9.6732,-4.748,-7.935,1.0509,-13.93,5.8615,-17.152,-5.0,-10.957,-11.168,-18.719
-8.9552,-13.657,-5.9477,-9.8522,-19.289,-9.8522,-14.653,-13.657,-0.067,-23.018,-13.595,-7.6748,-9.8862,0.06568,-13.93,6.8277,-19.162001,-8.0,-12.937,-14.213,-17.733999
-9.9502,-11.715,-7.9085,-8.867,-17.259001,-8.867,-12.569,-11.715,-11.122,-19.038,-11.634,-8.6504,-5.9837,-0.91954,-14.925,4.8953,-16.146999,-11.0,-11.947,-14.213,-14.778
-12.935,-12.686,-7.9085,-9.8522,-16.243999,-9.8522,-13.611,-12.686,-15.142,-18.042999,-16.535999,-8.6504,-12.813,-5.8456,-15.92,-1.868,-16.146999,-14.0,-14.917,-15.228,-13.793
-10.945,-5.89,-3.0065,-3.9409,-10.152,-3.9409,-7.3611,-5.89,-1.072,-12.073,-12.614,-1.8211,-9.8862,-4.8604,-10.945,-1.868,-11.122,-9.0,-11.947,-11.168,-6.8966
-3.9801,-0.06472,0.91503,0.98522,-2.0305,0.98522,-1.1111,-0.06472,-3.0821,-1.1277,-4.7712,3.0569,-4.0325,-2.89,-2.9851,0.06441,-0.067,-2.0,-5.0165,-3.0457,0.98522
-0.99502,-0.06472,-1.0458,-0.98522,0.0,-0.98522,-2.1528,-0.06472,-3.0821,5.8375,-2.8105,2.0813,-4.0325,-4.8604,0.0,-3.8003,4.9581,-1.0,-2.0462,0.0,0.98522
-0.99502,-2.9773,-4.9673,-4.9261,-1.0152,-4.9261,-6.3194,-2.9773,4.9581,6.8325,-0.84967,-0.84553,0.84553,-8.8013,0.99502,-8.6312,3.9531,-4.0,-2.0462,-2.0305,-1.9704
0.0,-4.9191,-2.0261,-5.9113,-1.0152,-5.9113,-6.3194,-4.9191,11.993,7.8275,0.13072,1.1057,4.748,-4.8604,3.9801,-8.6312,4.9581,-2.0,-0.06601,-3.0457,-0.98522
-0.99502,-4.9191,-1.0458,-4.9261,0.0,-4.9261,-4.2361,-4.9191,8.9782,6.8325,-2.8105,3.0569,3.7724,-3.8752,4.9751,-3.8003,3.9531,0.0,-0.06601,-3.0457,-0.98522
-2.9851,-2.9773,-0.06536,-4.9261,0.0,-4.9261,-3.1944,-2.9773,17.018,2.8524,-1.8301,4.0325,3.7724,-3.8752,2.9851,-0.90177,1.943,0.0,-0.06601,0.0,-0.98522
-4.9751,-2.9773,-3.0065,-4.9261,-1.0152,-4.9261,-3.1944,-2.9773,17.018,-1.1277,-0.84967,2.0813,2.7967,-4.8604,0.99502,-4.7665,-3.0821,-3.0,-1.0561,-1.0152,-1.9704
-3.9801,0.90615,-1.0458,-2.9557,1.0152,-2.9557,-0.06944,0.90615,-4.0871,-0.13267,4.0523,5.0081,7.6748,-4.8604,0.99502,-5.7327,-1.072,-2.0,-0.06601,2.0305,1.9704
-3.9801,0.90615,0.91503,0.0,1.0152,0.0,2.0139,0.90615,-6.0972,1.8574,3.0719,4.0325,6.6992,-8.8013,2.9851,-7.6651,-1.072,-2.0,-1.0561,3.0457,3.9409
-3.9801,0.90615,0.91503,0.98522,-1.0152,0.98522,3.0556,0.90615,2.9481,1.8574,-1.8301,-0.84553,-1.1057,-11.757,4.9751,-8.6312,-4.0871,-2.0,-4.0264,-2.0305,3.9409
-5.9701,-2.0065,2.8758,0.98522,-4.0609,0.98522,2.0139,-2.0065,14.003,-2.1227,-7.7124,-2.7967,-6.9593,-13.727,2.9851,-8.6312,-7.1022,-3.0,-6.9967,-7.1066,0.98522
-9.9502,-5.89,-1.0458,-2.9557,-8.1218,-2.9557,-1.1111,-5.89,10.988,-6.1028,-11.634,-3.7724,-4.0325,-16.683001,0.0,-10.564,-9.1122,-5.0,-9.967,-9.1371,-2.9557
-7.9602,-7.8317,-3.0065,-3.9409,-6.0914,-3.9409,-0.06944,-7.8317,3.9531,-5.1078,-8.6928,-3.7724,1.8211,-14.713,0.99502,-10.564,-4.0871,-4.0,-8.9769,-9.1371,-0.98522
0.99502,5.7605,7.7778,8.867,6.0914,8.867,11.389,5.7605,10.988,4.8425,-2.8105,2.0813,4.748,-2.89,10.945,1.0306,6.9682,7.0,-0.06601,0.0,10.837
0.99502,10.615,8.7582,12.808,11.168,12.808,12.431,10.615,6.9682,3.8474,-6.732,5.9837,-3.0569,-2.89,7.9602,3.9291,6.9682,7.0,-2.0462,2.0305,13.793
-4.9751,4.7896,3.8562,7.8818,6.0914,7.8818,7.2222,4.7896,4.9581,-3.1177,-6.732,6.9593,-7.935,-5.8456,0.0,-3.8003,0.93802,0.0,-5.0165,-4.0609,7.8818
-5.9701,2.8479,3.8562,6.8966,1.0152,6.8966,7.2222,2.8479,5.9631,-4.1128,-0.84967,2.0813,-4.0325,-2.89,0.0,-6.6989,-1.072,-4.0,-3.0363,-8.1218,5.9113
-3.9801,0.90615,1.8954,4.9261,-1.0152,4.9261,6.1806,0.90615,-4.0871,-4.1128,4.0523,-3.7724,2.7967,1.0509,-0.99502,-5.7327,-2.0771,-6.0,-0.06601,-8.1218,3.9409
0.0,3.8188,5.817,7.8818,2.0305,7.8818,8.2639,3.8188,-3.0821,-1.1277,7.9739,1.1057,7.6748,5.977,3.9801,0.06441,0.93802,-1.0,4.8845,-3.0457,6.8966
-0.99502,1.877,7.7778,5.9113,1.0152,5.9113,6.1806,1.877,1.943,-4.1128,1.1111,1.1057,-0.13008,5.977,1.99,0.06441,-2.0771,-2.0,0.92409,-4.0609,2.9557
0.0,-0.06472,5.817,2.9557,1.0152,2.9557,6.1806,-0.06472,7.9732,-6.1028,0.13072,-2.7967,-6.9593,5.977,1.99,1.9968,-3.0821,-3.0,0.92409,-6.0914,1.9704
2.9851,-2.0065,3.8562,1.9704,1.0152,1.9704,6.1806,-2.0065,5.9631,-5.1078,2.0915,-3.7724,-6.9593,7.9475,2.9851,4.8953,-1.072,1.0,3.8944,-6.0914,2.9557
9.9502,-0.06472,4.8366,2.9557,3.0457,2.9557,6.1806,-0.06472,-1.072,-0.13267,5.0327,1.1057,1.8211,10.903,4.9751,9.7262,5.9631,7.0,9.835,-4.0609,4.9261
12.935,4.7896,8.7582,6.8966,6.0914,6.8966,9.3056,4.7896,-0.067,6.8325,4.0523,5.9837,5.7236,9.9179,9.9502,9.7262,9.9832,11.0,12.805,-1.0152,9.8522
9.9502,6.7314,5.817,8.867,7.1066,8.867,10.347,6.7314,-0.067,6.8325,0.13072,5.9837,2.7967,2.0361,8.9552,3.9291,7.9732,8.0,8.8449,0.0,11.823
11.94,9.644,6.7974,12.808,11.168,12.808,14.514,9.644,7.9732,10.813,5.0327,9.8862,3.7724,3.0213,12.935,5.8615,10.988,11.0,9.835,5.0761,15.764
13.93,8.6731,10.719,12.808,10.152,12.808,16.597,8.6731,18.023001,11.808,8.9542,12.813,5.7236,4.9918,15.92,6.8277,10.988,13.0,11.815,5.0761,13.793
14.925,7.7023,6.7974,10.837,7.1066,10.837,12.431,7.7023,10.988,9.8176,11.895,8.9106,4.748,4.9918,13.93,6.8277,9.9832,12.0,11.815,3.0457,10.837
11.94,6.7314,2.8758,7.8818,5.0761,7.8818,9.3056,6.7314,-0.067,5.8375,12.876,7.935,6.6992,5.977,9.9502,3.9291,6.9682,9.0,11.815,1.0152,7.8818
10.945,3.8188,0.91503,5.9113,2.0305,5.9113,8.2639,3.8188,-7.1022,1.8574,12.876,10.862,5.7236,7.9475,6.9652,3.9291,4.9581,7.0,11.815,-3.0457,5.9113
10.945,5.7605,5.817,7.8818,4.0609,7.8818,11.389,5.7605,-7.1022,3.8474,12.876,12.813,2.7967,8.9327,6.9652,5.8615,4.9581,7.0,13.795,0.0,7.8818
6.9652,7.7023,7.7778,9.8522,4.0609,9.8522,9.3056,7.7023,3.9531,1.8574,13.856,13.789,3.7724,5.977,5.9701,4.8953,2.9481,5.0,9.835,3.0457,6.8966
4.9751,7.7023,8.7582,8.867,4.0609,8.867,7.2222,7.7023,19.028,-0.13267,10.915,13.789,7.6748,4.9918,3.9801,6.8277,-0.067,6.0,6.8647,5.0761,4.9261
4.9751,6.7314,7.7778,6.8966,4.0609,6.8966,8.2639,6.7314,23.049,1.8574,6.9935,13.789,7.6748,4.0066,5.9701,7.7939,-1.072,8.0,4.8845,5.0761,4.9261
2.9851,6.7314,4.8366,5.9113,3.0457,5.9113,8.2639,6.7314,15.008,1.8574,3.0719,12.813,1.8211,3.0213,4.9751,5.8615,-5.0921,6.0,1.9142,3.0457,4.9261
4.9751,9.644,7.7778,9.8522,5.0761,9.8522,11.389,9.644,12.998,-0.13267,6.9935,12.813,2.7967,5.977,5.9701,6.8277,-5.0921,6.0,3.8944,6.0914,7.8818
5.9701,8.6731,7.7778,9.8522,8.1218,9.8522,11.389,8.6731,5.9631,-3.1177,14.837,13.789,9.626,8.9327,1.99,9.7262,-2.0771,6.0,6.8647,9.1371,7.8818
8.9552,7.7023,5.817,8.867,10.152,8.867,9.3056,7.7023,-4.0871,-3.1177,16.797001,8.9106,11.577,13.859,-0.99502,11.659,1.943,6.0,11.815,11.168,6.8966
13.93,10.615,6.7974,9.8522,12.183,9.8522,9.3056,10.615,10.988,-0.13267,14.837,12.813,13.528,17.799999,2.9851,15.523,5.9631,11.0,15.776,13.198,7.8818
15.92,11.586,8.7582,9.8522,12.183,9.8522,10.347,11.586,34.104,0.86235,16.797001,15.74,13.528,17.799999,5.9701,15.523,8.9782,13.0,17.756001,11.168,7.8818
17.91,9.644,7.7778,7.8818,11.168,7.8818,9.3056,9.644,26.063999,2.8524,20.719,16.715,8.6504,18.785,5.9701,14.557,9.9832,14.0,19.736,9.1371,5.9113
20.896,9.644,7.7778,6.8966,13.198,6.8966,9.3056,9.644,3.9531,6.8325,24.641001,18.667,9.626,22.726,4.9751,17.455999,12.998,16.0,22.705999,12.183,6.8966
19.9,7.7023,6.7974,5.9113,12.183,5.9113,7.2222,7.7023,0.93802,5.8375,24.641001,13.789,12.553,22.726,1.99,16.49,10.988,14.0,21.716,12.183,5.9113
16.915001,9.644,5.817,7.8818,12.183,7.8818,5.1389,9.644,10.988,6.8325,21.698999,15.74,13.528,19.77,4.9751,15.523,10.988,13.0,18.746,11.168,6.8966
13.93,11.586,5.817,8.867,14.213,8.867,5.1389,11.586,10.988,7.8275,19.739,14.764,16.455,13.859,5.9701,12.625,11.993,11.0,15.776,14.213,8.867
9.9502,9.644,7.7778,6.8966,12.183,6.8966,5.1389,9.644,26.063999,5.8375,14.837,12.813,12.553,7.9475,4.9751,6.8277,7.9732,7.0,10.825,13.198,5.9113
9.9502,4.7896,9.7386,5.9113,8.1218,5.9113,5.1389,4.7896,7.9732,5.8375,13.856,11.837,6.6992,5.977,5.9701,5.8615,5.9631,9.0,10.825,8.1218,2.9557
15.92,7.7023,13.66,9.8522,9.1371,9.8522,10.347,7.7023,-1.072,12.803,16.797001,17.691,7.6748,11.888,12.935,13.591,9.9832,17.0,14.785,9.1371,5.9113
16.915001,10.615,14.641,11.823,12.183,11.823,13.472,10.615,10.988,14.793,14.837,21.593,8.6504,13.859,16.915001,14.557,10.988,20.0,15.776,13.198,8.867
10.945,9.644,11.699,8.867,9.1371,8.867,10.347,9.644,8.9782,9.8176,10.915,13.789,5.7236,8.9327,12.935,9.7262,5.9631,14.0,10.825,12.183,5.9113
4.9751,6.7314,8.7582,6.8966,5.0761,6.8966,8.2639,6.7314,3.9531,2.8524,13.856,9.8862,9.626,5.977,8.9552,4.8953,2.9481,9.0,8.8449,9.1371,2.9557
6.9652,5.7605,9.7386,5.9113,3.0457,5.9113,8.2639,5.7605,11.993,1.8574,13.856,13.789,10.602,5.977,9.9502,6.8277,3.9531,12.0,8.8449,5.0761,0.98522
9.9502,4.7896,10.719,5.9113,0.0,5.9113,8.2639,4.7896,22.044001,3.8474,10.915,17.691,3.7724,8.9327,12.935,11.659,0.93802,16.0,8.8449,3.0457,0.0
10.945,4.7896,13.66,7.8818,1.0152,7.8818,9.3056,4.7896,24.054001,5.8375,6.0131,16.715,3.7724,9.9179,14.925,14.557,-1.072,15.0,5.8746,2.0305,2.9557
7.9602,3.8188,11.699,7.8818,3.0457,7.8818,11.389,3.8188,17.018,6.8325,1.1111,17.691,-5.0081,5.977,12.935,12.625,-5.0921,11.0,1.9142,2.0305,6.8966
3.9801,4.7896,10.719,6.8966,2.0305,6.8966,11.389,4.7896,6.9682,7.8275,-3.7908,15.74,-11.837,1.0509,7.9602,8.7601,-7.1022,7.0,-1.0561,-1.0152,7.8818
-1.99,3.8188,7.7778,4.9261,-1.0152,4.9261,8.2639,3.8188,-7.1022,6.8325,-5.7516,5.9837,-8.9106,-1.9048,0.99502,3.9291,-10.117,-1.0,-6.0066,-4.0609,6.8966
-1.99,4.7896,8.7582,7.8818,0.0,7.8818,11.389,4.7896,-4.0871,8.8226,1.1111,4.0325,-3.0569,1.0509,2.9851,3.9291,-6.0972,0.0,-3.0363,-1.0152,8.867
1.99,5.7605,12.68,10.837,3.0457,10.837,13.472,5.7605,7.9732,12.803,5.0327,6.9593,-2.0813,5.977,9.9502,5.8615,-2.0771,3.0,1.9142,1.0152,10.837
0.0,5.7605,8.7582,8.867,2.0305,8.867,9.3056,5.7605,5.9631,10.813,0.13072,4.0325,-4.0325,2.0361,8.9552,0.06441,-3.0821,-1.0,0.92409,0.0,7.8818
-3.9801,4.7896,4.8366,5.9113,-1.0152,5.9113,5.1389,4.7896,-5.0921,6.8325,-4.7712,-0.84553,-6.9593,-3.8752,5.9701,-5.7327,-4.0871,-6.0,-2.0462,-3.0457,4.9261
-3.9801,0.90615,0.91503,1.9704,-3.0457,1.9704,0.97222,0.90615,-6.0972,7.8275,-6.732,-5.7236,-5.9837,-7.8161,5.9701,-7.6651,-1.072,-6.0,-4.0264,-4.0609,1.9704
0.0,2.8479,-0.06536,2.9557,1.0152,2.9557,0.97222,2.8479,7.9732,10.813,-3.7908,-0.84553,-3.0569,-5.8456,8.9552,-6.6989,4.9581,-2.0,-1.0561,0.0,2.9557
1.99,6.7314,4.8366,6.8966,5.0761,6.8966,5.1389,6.7314,3.9531,11.808,0.13072,5.0081,-2.0813,-4.8604,11.94,-5.7327,6.9682,0.0,-0.06601,3.0457,6.8966
-0.99502,7.7023,5.817,7.8818,4.0609,7.8818,6.1806,7.7023,6.9682,7.8275,-0.84967,1.1057,-1.1057,-6.8309,9.9502,-6.6989,2.9481,-3.0,-3.0363,3.0457,5.9113
-5.9701,1.877,1.8954,3.9409,-5.0761,3.9409,-0.06944,1.877,-1.072,-0.13267,-3.7908,-9.626,-5.0081,-9.7865,0.99502,-10.564,-8.1072,-10.0,-8.9769,-2.0305,-1.9704
-8.9552,0.90615,2.8758,2.9557,-10.152,2.9557,-4.2361,0.90615,-0.067,-8.0929,-8.6928,-9.626,-9.8862,-7.8161,-5.9701,-9.5974,-16.146999,-11.0,-11.947,-6.0914,-7.8818
-4.9751,3.8188,0.91503,4.9261,-5.0761,4.9261,-3.1944,3.8188,8.9782,-6.1028,-6.732,-4.748,-6.9593,-0.91954,-5.9701,-4.7665,-14.137,-5.0,-7.9868,-3.0457,-4.9261
-5.9701,3.8188,-2.0261,3.9409,-2.0305,3.9409,-2.1528,3.8188,7.9732,-5.1078,-7.7124,-2.7967,-6.9593,-1.9048,-8.9552,-5.7327,-13.132,-6.0,-8.9769,-1.0152,-3.9409
-10.945,-0.06472,-0.06536,1.9704,-7.1066,1.9704,-4.2361,-0.06472,-2.0771,-9.0879,-17.516001,-7.6748,-11.837,-9.7865,-13.93,-11.53,-18.157,-12.0,-16.898001,-8.1218,-7.8818
-9.9502,-2.0065,5.817,3.9409,-10.152,3.9409,-2.1528,-2.0065,-6.0972,-6.1028,-19.476999,-3.7724,-10.862,-14.713,-10.945,-11.53,-16.146999,-10.0,-16.898001,-11.168,-8.867
-5.9701,-2.0065,9.7386,4.9261,-10.152,4.9261,0.97222,-2.0065,2.9481,-0.13267,-10.654,4.0325,-5.9837,-13.727,-2.9851,-8.6312,-10.117,-4.0,-10.957,-8.1218,-6.8966
-3.9801,-2.9773,7.7778,3.9409,-10.152,3.9409,2.0139,-2.9773,8.9782,2.8524,-3.7908,2.0813,-3.0569,-12.742,1.99,-7.6651,-4.0871,-3.0,-6.0066,-5.0761,-6.8966
-4.9751,-3.9482,2.8758,1.9704,-10.152,1.9704,-0.06944,-3.9482,-2.0771,0.86235,-0.84967,-3.7724,-0.13008,-12.742,0.0,-12.496,-2.0771,-6.0,-3.0363,-4.0609,-8.867
-1.99,-0.06472,0.91503,2.9557,-7.1066,2.9557,2.0139,-0.06472,-1.072,0.86235,2.0915,-4.748,6.6992,-9.7865,0.0,-12.496,3.9531,-6.0,0.92409,-4.0609,-6.8966
-0.99502,-1.0356,-0.06536,2.9557,-6.0914,2.9557,2.0139,-1.0356,-1.072,0.86235,1.1111,-3.7724,9.626,-8.8013,0.99502,-10.564,4.9581,-5.0,0.92409,-4.0609,-4.9261
0.0,-1.0356,-0.06536,2.9557,-4.0609,2.9557,0.97222,-1.0356,9.9832,1.8574,1.1111,0.13008,8.6504,-2.89,2.9851,-6.6989,4.9581,-2.0,1.9142,-2.0305,-2.9557
0.99502,-1.0356,-0.06536,1.9704,-3.0457,1.9704,0.97222,-1.0356,6.9682,1.8574,4.0523,-1.8211,10.602,-0.91954,4.9751,-5.7327,4.9581,-1.0,1.9142,0.0,-2.9557
1.99,-1.0356,-0.06536,0.98522,-3.0457,0.98522,0.97222,-1.0356,7.9732,2.8524,6.9935,-3.7724,15.48,-2.89,2.9851,-7.6651,6.9682,-3.0,1.9142,1.0152,-0.98522
6.9652,-0.06472,-2.0261,0.98522,-1.0152,0.98522,2.0139,-0.06472,1.943,6.8325,6.9935,-4.748,11.577,2.0361,3.9801,-2.8341,11.993,-1.0,6.8647,0.0,0.98522
10.945,1.877,-2.0261,0.98522,0.0,0.98522,2.0139,1.877,-14.137,9.8176,6.0131,-7.6748,6.6992,6.9622,4.9751,1.0306,14.003,2.0,10.825,0.0,0.98522
7.9602,-0.06472,-3.9869,-0.98522,-5.0761,-0.98522,-3.1944,-0.06472,-19.162001,5.8375,4.0523,-5.7236,0.84553,3.0213,0.99502,-1.868,7.9732,-1.0,7.8548,-4.0609,-3.9409
5.9701,-0.06472,-5.9477,-0.98522,-7.1066,-0.98522,-4.2361,-0.06472,-3.0821,3.8474,6.9935,-0.84553,1.8211,4.0066,0.99502,1.9968,4.9581,0.0,6.8647,-6.0914,-3.9409
4.9751,0.90615,-5.9477,0.98522,-6.0914,0.98522,-2.1528,0.90615,3.9531,5.8375,7.9739,3.0569,4.748,7.9475,3.9801,7.7939,1.943,3.0,6.8647,-4.0609,-0.98522
6.9652,-1.0356,-6.9281,-0.98522,-6.0914,-0.98522,-3.1944,-1.0356,9.9832,7.8275,6.0131,3.0569,5.7236,8.9327,3.9801,8.7601,-0.067,5.0,6.8647,-4.0609,-1.9704
9.9502,-2.0065,-3.9869,-1.9704,-8.1218,-1.9704,-2.1528,-2.0065,8.9782,9.8176,6.0131,7.935,4.748,9.9179,3.9801,10.692,0.93802,7.0,7.8548,-6.0914,-3.9409
13.93,-1.0356,1.8954,1.9704,-7.1066,1.9704,-0.06944,-1.0356,-8.1072,12.803,9.9346,13.789,6.6992,13.859,4.9751,14.557,4.9581,13.0,10.825,-4.0609,-3.9409
14.925,-2.9773,3.8562,2.9557,-6.0914,2.9557,2.0139,-2.9773,-8.1072,12.803,10.915,17.691,6.6992,14.844,4.9751,15.523,6.9682,14.0,11.815,-4.0609,-2.9557
14.925,-2.9773,1.8954,1.9704,-3.0457,1.9704,0.97222,-2.9773,8.9782,11.808,11.895,16.715,5.7236,13.859,4.9751,13.591,6.9682,12.0,12.805,-4.0609,-0.98522
12.935,-2.9773,-2.0261,0.0,0.0,0.0,0.97222,-2.9773,6.9682,11.808,9.9346,11.837,6.6992,9.9179,3.9801,8.7601,6.9682,9.0,10.825,-1.0152,1.9704
10.945,-1.0356,-3.9869,-0.98522,2.0305,-0.98522,-0.06944,-1.0356,5.9631,11.808,6.9935,5.0081,10.602,4.9918,1.99,4.8953,6.9682,5.0,7.8548,0.0,3.9409
11.94,1.877,-3.9869,0.98522,5.0761,0.98522,0.97222,1.877,5.9631,12.803,4.0523,5.0081,9.626,4.9918,0.99502,3.9291,6.9682,4.0,7.8548,3.0457,5.9113
12.935,2.8479,-3.0065,2.9557,8.1218,2.9557,3.0556,2.8479,0.93802,13.798,6.0131,3.0569,9.626,7.9475,0.0,6.8277,7.9732,2.0,8.8449,3.0457,8.867
8.9552,0.90615,-3.0065,1.9704,6.0914,1.9704,2.0139,0.90615,-4.0871,11.808,6.9935,-3.7724,4.748,5.977,-3.9801,5.8615,4.9581,-1.0,5.8746,0.0,7.8818
4.9751,-1.0356,-3.0065,1.9704,3.0457,1.9704,0.97222,-1.0356,1.943,8.8226,2.0915,-4.748,0.84553,3.0213,-2.9851,2.963,-1.072,-3.0,1.9142,-3.0457,8.867
-1.99,-2.9773,-4.9673,0.0,-1.0152,0.0,-2.1528,-2.9773,-2.0771,2.8524,-2.8105,-9.626,-4.0325,0.06568,-8.9552,-2.8341,-6.0972,-8.0,-3.0363,-7.1066,5.9113
-9.9502,-2.9773,-7.9085,-0.98522,-3.0457,-0.98522,-5.2778,-2.9773,-11.122,-5.1078,-3.7908,-13.528,-2.0813,-3.8752,-14.925,-8.6312,-9.1122,-15.0,-6.9967,-6.0914,1.9704
-12.935,-2.0065,-4.9673,0.98522,-3.0457,0.98522,-3.1944,-2.0065,-13.132,-7.0978,-6.732,-15.48,-0.13008,-6.8309,-15.92,-13.462,-9.1122,-18.0,-9.967,-5.0761,1.9704
-12.935,-1.0356,-2.0261,1.9704,-3.0457,1.9704,-0.06944,-1.0356,-12.127,-6.1028,-8.6928,-15.48,-3.0569,-10.772,-12.935,-14.428,-9.1122,-18.0,-10.957,-5.0761,1.9704
-14.925,-2.0065,-1.0458,0.98522,-5.0761,0.98522,-0.06944,-2.0065,-17.152,-9.0879,-13.595,-15.48,-6.9593,-17.667999,-12.935,-19.259001,-13.132,-20.0,-14.917,-5.0761,0.0
-16.915001,-2.9773,0.91503,2.9557,-6.0914,2.9557,0.97222,-2.9773,-12.127,-12.073,-12.614,-12.553,-8.9106,-17.667999,-11.94,-20.225,-16.146999,-22.0,-16.898001,-7.1066,-0.98522
-15.92,-2.9773,3.8562,2.9557,-8.1218,2.9557,2.0139,-2.9773,-5.0921,-12.073,-4.7712,-11.577,-8.9106,-11.757,-7.9602,-16.361,-15.142,-19.0,-12.937,-8.1218,-2.9557
-16.915001,-2.9773,0.91503,1.9704,-9.1371,1.9704,0.97222,-2.9773,3.9531,-11.078,-3.7908,-12.553,-5.9837,-9.7865,-5.9701,-16.361,-14.137,-19.0,-11.947,-9.1371,-3.9409
-19.9,-2.9773,-0.06536,0.0,-11.168,0.0,-2.1528,-2.9773,10.988,-11.078,-7.7124,-3.7724,-6.9593,-13.727,-8.9552,-19.259001,-15.142,-18.0,-14.917,-9.1371,-6.8966
-20.896,-3.9482,-1.0458,-0.98522,-11.168,-0.98522,-3.1944,-3.9482,7.9732,-13.068,-11.634,-10.602,-14.764,-17.667999,-12.935,-23.124001,-16.146999,-21.0,-18.878,-9.1371,-6.8966
-20.896,-2.0065,-2.0261,0.0,-7.1066,0.0,-5.2778,-2.0065,-8.1072,-10.083,-13.595,-18.407,-14.764,-19.639,-13.93,-25.056,-13.132,-23.0,-19.868,-8.1218,-4.9261
