Pz,Fp2,F7,Fp1,F4,F1,F3,F2,T3,Cz,T6,T5,T4,O2,C3,O1,C4,P3,P4,F8,Fz
-18.905001,-0.06472,-2.0261,1.9704,-7.1066,1.9704,-8.4028,-0.06472,-21.173,-9.0879,-11.634,-19.382,-7.935,-16.683001,-14.925,-23.124001,-11.122,-21.0,-16.898001,-5.0761,-6.8966
-13.93,1.877,-5.9477,1.9704,-8.1218,1.9704,-9.4444,1.877,-23.183001,-11.078,-7.7124,-17.431,-4.0325,-10.772,-16.915001,-18.292999,-12.127,-19.0,-11.947,-2.0305,-8.867
-6.9652,4.7896,-5.9477,2.9557,-4.0609,2.9557,-8.4028,4.7896,-12.127,-10.083,0.13072,-14.504,-2.0813,-2.89,-15.92,-12.496,-10.117,-14.0,-3.0363,2.0305,-6.8966
-4.9751,0.90615,-8.8889,0.0,-4.0609,0.0,-12.569,0.90615,-10.117,-9.0879,2.0915,-10.602,-1.1057,-0.91954,-14.925,-10.564,-9.1122,-11.0,-1.0561,2.0305,-9.8522
0.99502,1.877,-8.8889,0.0,1.0152,0.0,-10.486,1.877,-7.1022,-2.1227,5.0327,-5.7236,-0.13008,4.0066,-8.9552,-3.8003,-3.0821,-6.0,2.9043,5.0761,-6.8966
3.9801,2.8479,-4.9673,0.98522,4.0609,0.98522,-8.4028,2.8479,-6.0972,1.8574,6.9935,-0.84553,0.84553,7.9475,-5.9701,1.9968,-0.067,-2.0,4.8845,5.0761,-4.9261
1.99,2.8479,-3.0065,1.9704,3.0457,1.9704,-7.3611,2.8479,-16.146999,0.86235,4.0523,-0.84553,1.8211,5.977,-6.9652,0.06441,-1.072,-5.0,2.9043,6.0914,-5.9113
-1.99,0.90615,-1.0458,1.9704,2.0305,1.9704,-5.2778,0.90615,-18.157,-0.13267,1.1111,-7.6748,0.84553,2.0361,-5.9701,-5.7327,-2.0771,-10.0,-0.06601,6.0914,-5.9113
-4.9751,-2.0065,-3.0065,0.0,0.0,0.0,-4.2361,-2.0065,-17.152,-0.13267,-0.84967,-14.504,-0.13008,1.0509,-6.9652,-8.6312,-2.0771,-14.0,-2.0462,2.0305,-4.9261
-4.9751,-1.0356,-3.9869,-0.98522,-1.0152,-0.98522,-4.2361,-1.0356,-11.122,-1.1277,-1.8301,-12.553,-1.1057,-0.91954,-6.9652,-7.6651,-2.0771,-11.0,-1.0561,0.0,-3.9409
-0.99502,0.90615,-2.0261,0.0,0.0,0.0,-1.1111,0.90615,-2.0771,-0.13267,1.1111,-4.748,-2.0813,1.0509,-3.9801,-2.8341,-0.067,-6.0,1.9142,1.0152,-1.9704
0.99502,2.8479,-0.06536,1.9704,0.0,1.9704,-0.06944,2.8479,-5.0921,-2.1227,3.0719,2.0813,-4.0325,0.06568,-1.99,-0.90177,-0.067,-2.0,0.92409,2.0305,-1.9704
-2.9851,1.877,0.91503,1.9704,-3.0457,1.9704,-2.1528,1.877,-9.1122,-6.1028,-0.84967,-2.7967,-6.9593,-4.8604,-6.9652,-1.868,-4.0871,-3.0,-3.0363,-2.0305,-3.9409
-9.9502,-2.9773,0.91503,0.0,-7.1066,0.0,-5.2778,-2.9773,-16.146999,-11.078,-11.634,-10.602,-11.837,-12.742,-11.94,-6.6989,-11.122,-9.0,-11.947,-7.1066,-6.8966
-10.945,-4.9191,0.91503,0.0,-7.1066,0.0,-3.1944,-4.9191,-9.1122,-11.078,-15.556,-9.626,-11.837,-13.727,-8.9552,-7.6651,-13.132,-8.0,-13.927,-6.0914,-6.8966
-8.9552,-1.0356,3.8562,0.98522,-6.0914,0.98522,0.97222,-1.0356,0.93802,-9.0879,-11.634,-2.7967,-4.0325,-11.757,-1.99,-4.7665,-10.117,-3.0,-10.957,-2.0305,-4.9261
-10.945,-2.9773,4.8366,0.0,-8.1218,0.0,-0.06944,-2.9773,7.9732,-10.083,-11.634,-1.8211,-3.0569,-15.698,0.0,-5.7327,-11.122,-4.0,-12.937,-3.0457,-4.9261
-17.91,-6.8608,-0.06536,-3.9409,-12.183,-3.9409,-5.2778,-6.8608,-6.0972,-15.058,-14.575,-6.6992,-10.862,-19.639,-6.9652,-11.53,-15.142,-9.0,-17.888,-8.1218,-9.8522
-19.9,-7.8317,-1.0458,-3.9409,-12.183,-3.9409,-8.4028,-7.8317,-8.1072,-19.038,-14.575,-8.6504,-10.862,-17.667999,-10.945,-13.462,-18.157,-11.0,-17.888,-9.1371,-11.823
-16.915001,-8.8026,0.91503,-3.9409,-15.228,-3.9409,-8.4028,-8.8026,-5.0921,-24.013,-11.634,-7.6748,-8.9106,-11.757,-13.93,-11.53,-21.173,-9.0,-13.927,-9.1371,-14.778
-11.94,-9.7735,-1.0458,-3.9409,-16.243999,-3.9409,-10.486,-9.7735,-6.0972,-26.003,-5.7516,-9.626,-9.8862,-0.91954,-15.92,-5.7327,-22.177999,-9.0,-6.9967,-10.152,-15.764
-11.94,-8.8026,-2.0261,-2.9557,-15.228,-2.9557,-11.528,-8.8026,-0.067,-25.007999,-4.7712,-12.553,-9.8862,0.06568,-17.91,-7.6651,-20.167999,-12.0,-6.0066,-14.213,-13.793
-9.9502,-2.9773,-1.0458,-0.98522,-10.152,-0.98522,-9.4444,-2.9773,-2.0771,-20.033001,-2.8105,-6.6992,-6.9593,-1.9048,-15.92,-8.6312,-16.146999,-12.0,-6.0066,-10.152,-9.8522
-11.94,-2.0065,-3.9869,-1.9704,-10.152,-1.9704,-10.486,-2.0065,-14.137,-17.048,-5.7516,-9.626,-6.9593,-4.8604,-16.915001,-10.564,-14.137,-13.0,-6.9967,-7.1066,-8.867
-12.935,-3.9482,-5.9477,-2.9557,-11.168,-2.9557,-9.4444,-3.9482,-18.157,-14.063,-14.575,-16.455,-6.9593,-6.8309,-13.93,-9.5974,-12.127,-13.0,-9.967,-7.1066,-7.8818
-10.945,-1.0356,-1.0458,0.98522,-8.1218,0.98522,-3.1944,-1.0356,-10.117,-10.083,-16.535999,-15.48,-7.935,-8.8013,-5.9701,-9.5974,-11.122,-9.0,-10.957,-4.0609,-2.9557
-12.935,-1.0356,0.91503,2.9557,-7.1066,2.9557,-1.1111,-1.0356,6.9682,-9.0879,-15.556,-11.577,-8.9106,-11.757,-3.9801,-13.462,-13.132,-10.0,-13.927,-3.0457,-1.9704
-12.935,-2.9773,-0.06536,0.0,-8.1218,0.0,-4.2361,-2.9773,1.943,-8.0929,-14.575,-8.6504,-8.9106,-13.727,-3.9801,-12.496,-14.137,-9.0,-14.917,-4.0609,-4.9261
-11.94,-5.89,-2.0261,-2.9557,-9.1371,-2.9557,-7.3611,-5.89,-0.067,-7.0978,-10.654,-6.6992,-5.9837,-11.757,-3.9801,-11.53,-11.122,-7.0,-13.927,-4.0609,-6.8966
-11.94,-9.7735,-2.0261,-5.9113,-10.152,-5.9113,-9.4444,-9.7735,2.9481,-6.1028,-5.7516,-5.7236,-4.0325,-9.7865,-3.9801,-9.5974,-8.1072,-8.0,-11.947,-5.0761,-8.867
-9.9502,-10.744,-3.0065,-5.9113,-10.152,-5.9113,-8.4028,-10.744,8.9782,-5.1078,-4.7712,-2.7967,-1.1057,-7.8161,-2.9851,-8.6312,-6.0972,-7.0,-8.9769,-7.1066,-7.8818
-8.9552,-6.8608,-0.06536,-3.9409,-8.1218,-3.9409,-4.2361,-6.8608,2.9481,-1.1277,-2.8105,-2.7967,2.7967,-6.8309,-2.9851,-8.6312,-4.0871,-7.0,-6.9967,-6.0914,-3.9409
-10.945,-6.8608,-1.0458,-4.9261,-9.1371,-4.9261,-5.2778,-6.8608,-13.132,-2.1227,-4.7712,-10.602,2.7967,-11.757,-9.9502,-11.53,-7.1022,-11.0,-9.967,-8.1218,-4.9261
-13.93,-9.7735,-2.0261,-5.9113,-13.198,-5.9113,-8.4028,-9.7735,-10.117,-6.1028,-8.6928,-16.455,-5.0081,-13.727,-12.935,-13.462,-10.117,-15.0,-12.937,-12.183,-7.8818
-13.93,-10.744,0.91503,-5.9113,-13.198,-5.9113,-7.3611,-10.744,-1.072,-7.0978,-7.7124,-9.626,-9.8862,-8.8013,-9.9502,-9.5974,-11.122,-11.0,-11.947,-11.168,-8.867
-12.935,-11.715,-0.06536,-7.8818,-12.183,-7.8818,-9.4444,-11.715,7.9732,-6.1028,-1.8301,-3.7724,-2.0813,-6.8309,-6.9652,-8.6312,-9.1122,-9.0,-8.9769,-11.168,-9.8522
-13.93,-11.715,-2.0261,-9.8522,-13.198,-9.8522,-12.569,-11.715,8.9782,-7.0978,2.0915,-0.84553,-0.13008,-7.8161,-6.9652,-8.6312,-10.117,-8.0,-8.9769,-10.152,-10.837
-15.92,-9.7735,-3.0065,-9.8522,-14.213,-9.8522,-13.611,-9.7735,4.9581,-12.073,0.13072,-1.8211,-2.0813,-4.8604,-8.9552,-5.7327,-15.142,-7.0,-9.967,-11.168,-12.808
-15.92,-7.8317,-4.9673,-8.867,-14.213,-8.867,-14.653,-7.8317,8.9782,-14.063,0.13072,0.13008,-3.0569,-4.8604,-8.9552,-5.7327,-15.142,-6.0,-11.947,-7.1066,-12.808
-18.905001,-9.7735,-4.9673,-9.8522,-15.228,-9.8522,-15.694,-9.7735,-3.0821,-17.048,-8.6928,-5.7236,-6.9593,-9.7865,-11.94,-9.5974,-18.157,-10.0,-15.908,-5.0761,-14.778
-18.905001,-10.744,-3.9869,-10.837,-15.228,-10.837,-16.736,-10.744,-9.1122,-18.042999,-16.535999,-12.553,-9.8862,-12.742,-15.92,-13.462,-20.167999,-13.0,-18.878,-7.1066,-15.764
-19.9,-8.8026,-5.9477,-9.8522,-14.213,-9.8522,-16.736,-8.8026,-5.0921,-19.038,-18.497,-12.553,-10.862,-13.727,-16.915001,-15.395,-20.167999,-14.0,-19.868,-4.0609,-14.778
-22.886,-4.9191,-9.8693,-8.867,-11.168,-8.867,-17.778,-4.9191,-16.146999,-21.028,-17.516001,-16.455,-11.837,-15.698,-19.9,-15.395,-19.162001,-18.0,-21.848,0.0,-13.793
-23.881001,-2.9773,-10.85,-8.867,-7.1066,-8.867,-19.861,-2.9773,-17.152,-22.023001,-15.556,-20.358,-8.9106,-14.713,-22.886,-15.395,-17.152,-21.0,-20.858,2.0305,-12.808
-21.891001,-2.9773,-10.85,-8.867,-6.0914,-8.867,-19.861,-2.9773,-14.137,-21.028,-15.556,-21.333,-5.0081,-13.727,-24.875999,-13.462,-16.146999,-21.0,-17.888,0.0,-11.823
-18.905001,-3.9482,-9.8693,-7.8818,-6.0914,-7.8818,-17.778,-3.9482,-12.127,-19.038,-12.614,-17.431,-5.0081,-10.772,-21.891001,-11.53,-13.132,-19.0,-14.917,-2.0305,-9.8522
-15.92,-5.89,-7.9085,-7.8818,-7.1066,-7.8818,-16.736,-5.89,-10.117,-16.052999,-8.6928,-14.504,-6.9593,-6.8309,-16.915001,-8.6312,-12.127,-16.0,-11.947,-2.0305,-10.837
-13.93,-7.8317,-8.8889,-11.823,-9.1371,-11.823,-17.778,-7.8317,-11.122,-15.058,-7.7124,-12.553,-3.0569,-3.8752,-15.92,-5.7327,-13.132,-15.0,-10.957,-4.0609,-12.808
-14.925,-10.744,-8.8889,-12.808,-11.168,-12.808,-17.778,-10.744,-14.137,-14.063,-2.8105,-12.553,-4.0325,-4.8604,-18.905001,-7.6651,-14.137,-18.0,-10.957,-6.0914,-12.808
-16.915001,-9.7735,-9.8693,-12.808,-12.183,-12.808,-16.736,-9.7735,-17.152,-14.063,-8.6928,-13.528,-9.8862,-9.7865,-22.886,-14.428,-16.146999,-21.0,-12.937,-6.0914,-11.823
-13.93,-4.9191,-5.9477,-6.8966,-8.1218,-6.8966,-9.4444,-4.9191,-13.132,-9.0879,-11.634,-16.455,-7.935,-9.7865,-18.905001,-13.462,-13.132,-18.0,-10.957,-3.0457,-5.9113
-12.935,-2.0065,-1.0458,-1.9704,-1.0152,-1.9704,-2.1528,-2.0065,-11.122,-2.1227,-4.7712,-20.358,-2.0813,-8.8013,-12.935,-9.5974,-6.0972,-16.0,-7.9868,0.0,1.9704
-14.925,-2.9773,-3.0065,-3.9409,0.0,-3.9409,-3.1944,-2.9773,-8.1072,-1.1277,-7.7124,-24.26,-3.0569,-13.727,-13.93,-13.462,-4.0871,-19.0,-8.9769,0.0,2.9557
-13.93,-1.0356,-4.9673,-3.9409,4.0609,-3.9409,-4.2361,-1.0356,-3.0821,0.86235,-8.6928,-22.309,1.8211,-15.698,-10.945,-15.395,0.93802,-18.0,-7.9868,3.0457,4.9261
-6.9652,3.8188,-1.0458,0.0,10.152,0.0,-1.1111,3.8188,-7.1022,5.8375,-2.8105,-12.553,6.6992,-8.8013,-4.9751,-9.5974,7.9732,-11.0,-3.0363,9.1371,9.8522
-3.9801,6.7314,1.8954,4.9261,13.198,4.9261,2.0139,6.7314,-16.146999,6.8325,-2.8105,-10.602,5.7236,-3.8752,-2.9851,-5.7327,8.9782,-7.0,-0.06601,10.152,11.823
-2.9851,8.6731,1.8954,6.8966,13.198,6.8966,4.0972,8.6731,-12.127,7.8275,-3.7908,-15.48,4.748,-3.8752,-1.99,-5.7327,6.9682,-8.0,-1.0561,9.1371,12.808
-6.9652,5.7605,0.91503,4.9261,10.152,4.9261,3.0556,5.7605,-10.117,3.8474,-8.6928,-18.407,-2.0813,-5.8456,-2.9851,-8.6312,0.93802,-11.0,-6.0066,7.1066,9.8522
-9.9502,0.90615,-3.0065,0.0,5.0761,0.0,-1.1111,0.90615,-14.137,-2.1227,-10.654,-16.455,-8.9106,-7.8161,-6.9652,-9.5974,-6.0972,-13.0,-9.967,0.0,4.9261
-9.9502,-1.0356,-3.9869,-2.9557,2.0305,-2.9557,-4.2361,-1.0356,-9.1122,-5.1078,-7.7124,-10.602,-8.9106,-6.8309,-7.9602,-6.6989,-8.1072,-11.0,-8.9769,-1.0152,0.98522
-5.9701,-2.9773,-2.0261,-3.9409,3.0457,-3.9409,-3.1944,-2.9773,-10.117,-4.1128,-2.8105,-2.7967,-3.0569,0.06568,-6.9652,0.06441,-6.0972,-5.0,-4.0264,-2.0305,0.98522
-1.99,-0.06472,-2.0261,-1.9704,3.0457,-1.9704,-4.2361,-0.06472,-6.0972,-4.1128,-2.8105,-4.748,-2.0813,4.0066,-6.9652,3.9291,-5.0921,-3.0,-0.06601,0.0,0.98522
1.99,2.8479,-2.0261,0.98522,2.0305,0.98522,-4.2361,2.8479,-6.0972,-2.1227,-1.8301,-3.7724,-3.0569,4.9918,-5.9701,5.8615,-4.0871,1.0,0.92409,2.0305,0.98522
0.99502,0.90615,-3.0065,-0.98522,-2.0305,-0.98522,-6.3194,0.90615,-8.1072,-3.1177,-0.84967,0.13008,-3.0569,0.06568,-5.9701,3.9291,-7.1022,3.0,-3.0363,-1.0152,-2.9557
-2.9851,-1.0356,-6.9281,-4.9261,-6.0914,-4.9261,-9.4444,-1.0356,-8.1072,-6.1028,-4.7712,-2.7967,-6.9593,-5.8456,-4.9751,-0.90177,-10.117,0.0,-7.9868,-4.0609,-6.8966
-5.9701,-3.9482,-6.9281,-8.867,-8.1218,-8.867,-12.569,-3.9482,-5.0921,-8.0929,-7.7124,-2.7967,-9.8862,-7.8161,-1.99,-4.7665,-10.117,-1.0,-11.947,-4.0609,-8.867
-6.9652,-4.9191,-4.9673,-9.8522,-8.1218,-9.8522,-12.569,-4.9191,-1.072,-7.0978,-9.6732,-0.84553,-6.9593,-7.8161,0.99502,-6.6989,-9.1122,-1.0,-11.947,-3.0457,-9.8522
-2.9851,-2.0065,-3.0065,-5.9113,-6.0914,-5.9113,-9.4444,-2.0065,-1.072,-1.1277,-6.732,4.0325,-3.0569,-2.89,4.9751,-4.7665,-5.0921,3.0,-6.9967,-3.0457,-6.8966
2.9851,-2.0065,-3.9869,-5.9113,-6.0914,-5.9113,-8.4028,-2.0065,-4.0871,1.8574,-0.84967,4.0325,1.8211,2.0361,3.9801,-1.868,0.93802,6.0,-0.06601,-2.0305,-5.9113
6.9652,-2.9773,-6.9281,-7.8818,-5.0761,-7.8818,-9.4444,-2.9773,0.93802,3.8474,4.0523,5.9837,3.7724,5.977,2.9851,3.9291,4.9581,8.0,4.8845,0.0,-6.8966
9.9502,-3.9482,-9.8693,-8.867,-5.0761,-8.867,-10.486,-3.9482,8.9782,4.8425,6.9935,10.862,1.8211,6.9622,3.9801,6.8277,7.9732,9.0,6.8647,0.0,-6.8966
12.935,-2.0065,-8.8889,-7.8818,-1.0152,-7.8818,-10.486,-2.0065,6.9682,8.8226,10.915,11.837,3.7724,10.903,6.9652,8.7601,10.988,10.0,11.815,0.0,-4.9261
12.935,-3.9482,-7.9085,-8.867,-1.0152,-8.867,-10.486,-3.9482,0.93802,8.8226,12.876,8.9106,3.7724,12.874,5.9701,10.692,10.988,10.0,12.805,0.0,-5.9113
16.915001,-2.9773,-3.9869,-4.9261,2.0305,-4.9261,-7.3611,-2.9773,0.93802,10.813,16.797001,11.837,6.6992,16.813999,6.9652,14.557,15.008,14.0,15.776,2.0305,-2.9557
14.925,-2.9773,-4.9673,-5.9113,2.0305,-5.9113,-7.3611,-2.9773,-3.0821,11.808,15.817,10.862,6.6992,11.888,6.9652,12.625,15.008,14.0,13.795,1.0152,-2.9557
12.935,-4.9191,-6.9281,-8.867,-2.0305,-8.867,-10.486,-4.9191,0.93802,8.8226,15.817,13.789,4.748,9.9179,6.9652,10.692,11.993,15.0,12.805,-2.0305,-5.9113
13.93,-4.9191,-4.9673,-7.8818,0.0,-7.8818,-7.3611,-4.9191,10.988,7.8275,18.757999,15.74,4.748,13.859,11.94,14.557,9.9832,17.0,14.785,-1.0152,-2.9557
13.93,-5.89,-3.9869,-7.8818,-2.0305,-7.8818,-7.3611,-5.89,10.988,5.8375,15.817,18.667,5.7236,18.785,10.945,18.422001,5.9631,17.0,14.785,-3.0457,-2.9557
15.92,-7.8317,-3.0065,-7.8818,-4.0609,-7.8818,-8.4028,-7.8317,5.9631,3.8474,11.895,17.691,7.6748,18.785,9.9502,18.422001,3.9531,16.0,13.795,-3.0457,-4.9261
16.915001,-7.8317,-3.0065,-8.867,-4.0609,-8.867,-10.486,-7.8317,2.9481,6.8325,9.9346,10.862,1.8211,16.813999,6.9652,13.591,3.9531,14.0,12.805,-3.0457,-5.9113
18.905001,-6.8608,-3.9869,-9.8522,-4.0609,-9.8522,-12.569,-6.8608,-0.067,9.8176,8.9542,12.813,-2.0813,16.813999,8.9552,13.591,4.9581,17.0,13.795,-4.0609,-7.8818
20.896,-7.8317,-3.9869,-9.8522,-4.0609,-9.8522,-14.653,-7.8317,4.9581,9.8176,9.9346,19.642,-1.1057,17.799999,9.9502,15.523,6.9682,20.0,13.795,-4.0609,-9.8522
19.9,-10.744,-6.9281,-13.793,-8.1218,-13.793,-19.861,-10.744,10.988,6.8325,7.9739,13.789,-1.1057,15.829,5.9701,16.49,5.9631,18.0,11.815,-5.0761,-16.749001
19.9,-15.599,-10.85,-16.749001,-9.1371,-16.749001,-24.028,-15.599,2.9481,5.8375,8.9542,8.9106,1.8211,14.844,0.99502,15.523,5.9631,16.0,11.815,-3.0457,-19.704
19.9,-13.657,-10.85,-14.778,-6.0914,-14.778,-21.944,-13.657,4.9581,8.8226,9.9346,7.935,4.748,11.888,3.9801,12.625,8.9782,16.0,11.815,-3.0457,-15.764
18.905001,-8.8026,-6.9281,-11.823,-1.0152,-11.823,-16.736,-8.8026,3.9531,12.803,8.9542,11.837,8.6504,10.903,7.9602,12.625,10.988,17.0,11.815,0.0,-10.837
15.92,-4.9191,-3.9869,-9.8522,2.0305,-9.8522,-12.569,-4.9191,3.9531,11.808,9.9346,7.935,11.577,12.874,9.9502,13.591,11.993,14.0,10.825,3.0457,-7.8818
11.94,-3.9482,-3.0065,-8.867,4.0609,-8.867,-9.4444,-3.9482,-8.1072,10.813,6.9935,-0.84553,10.602,12.874,7.9602,13.591,11.993,9.0,8.8449,7.1066,-5.9113
10.945,-4.9191,-5.9477,-9.8522,3.0457,-9.8522,-9.4444,-4.9191,-11.122,11.808,6.9935,-1.8211,7.6748,11.888,5.9701,11.659,10.988,8.0,7.8548,7.1066,-4.9261
12.935,-2.9773,-7.9085,-10.837,2.0305,-10.837,-7.3611,-2.9773,-0.067,13.798,8.9542,3.0569,8.6504,12.874,8.9552,12.625,9.9832,11.0,8.8449,7.1066,-2.9557
17.91,-0.06472,-3.0065,-6.8966,5.0761,-6.8966,0.97222,-0.06472,1.943,17.778,12.876,7.935,12.553,14.844,13.93,16.49,10.988,18.0,11.815,7.1066,1.9704
19.9,1.877,2.8758,-2.9557,8.1218,-2.9557,7.2222,1.877,9.9832,18.773001,11.895,12.813,11.577,12.874,16.915001,16.49,11.993,19.0,12.805,8.1218,5.9113
15.92,1.877,4.8366,-0.98522,9.1371,-0.98522,8.2639,1.877,15.008,16.783001,10.915,14.764,8.6504,9.9179,12.935,12.625,10.988,14.0,11.815,11.168,7.8818
10.945,3.8188,1.8954,0.0,7.1066,0.0,6.1806,3.8188,16.013,11.808,11.895,12.813,8.6504,5.977,9.9502,10.692,9.9832,11.0,8.8449,9.1371,6.8966
15.92,5.7605,3.8562,1.9704,11.168,1.9704,8.2639,5.7605,15.008,13.798,21.698999,22.569,18.407,14.844,15.92,17.455999,18.023001,19.0,16.766001,15.228,10.837
14.925,3.8188,0.91503,0.0,11.168,0.0,8.2639,3.8188,19.028,10.813,22.68,21.593,21.333,17.799999,15.92,18.422001,17.018,19.0,17.756001,12.183,10.837
9.9502,3.8188,3.8562,1.9704,9.1371,1.9704,8.2639,3.8188,5.9631,5.8375,13.856,12.813,11.577,14.844,10.945,15.523,11.993,14.0,12.805,6.0914,8.867
7.9602,6.7314,7.7778,7.8818,11.168,7.8818,13.472,6.7314,-0.067,4.8425,11.895,14.764,3.7724,14.844,11.94,12.625,8.9782,12.0,10.825,8.1218,13.793
6.9652,8.6731,6.7974,9.8522,14.213,9.8522,16.597,8.6731,5.9631,5.8375,11.895,11.837,5.7236,11.888,10.945,9.7262,8.9782,10.0,8.8449,10.152,17.733999
4.9751,7.7023,5.817,8.867,13.198,8.867,14.514,7.7023,10.988,5.8375,13.856,8.9106,5.7236,8.9327,9.9502,7.7939,9.9832,7.0,8.8449,8.1218,17.733999
1.99,5.7605,5.817,5.9113,9.1371,5.9113,10.347,5.7605,14.003,2.8524,11.895,9.8862,2.7967,7.9475,4.9751,5.8615,5.9631,5.0,6.8647,6.0914,13.793
-1.99,2.8479,3.8562,3.9409,6.0914,3.9409,5.1389,2.8479,6.9682,-3.1177,5.0327,1.1057,1.8211,6.9622,-3.9801,2.963,-0.067,-1.0,3.8944,3.0457,8.867
-1.99,2.8479,1.8954,3.9409,3.0457,3.9409,2.0139,2.8479,-0.067,-6.1028,5.0327,-3.7724,2.7967,7.9475,-6.9652,2.963,-3.0821,-4.0,2.9043,2.0305,5.9113
-2.9851,-0.06472,0.91503,2.9557,0.0,2.9557,-1.1111,-0.06472,-2.0771,-8.0929,6.0131,-1.8211,3.7724,6.9622,-5.9701,3.9291,-5.0921,-3.0,0.92409,-1.0152,0.98522
-3.9801,-1.0356,2.8758,2.9557,0.0,2.9557,-0.06944,-1.0356,-3.0821,-8.0929,3.0719,-0.84553,0.84553,3.0213,-3.9801,1.9968,-4.0871,-3.0,-2.0462,-2.0305,0.0
-7.9602,-1.0356,3.8562,0.98522,-1.0152,0.98522,-2.1528,-1.0356,4.9581,-12.073,1.1111,-3.7724,-5.9837,0.06568,-5.9701,0.06441,-7.1022,-5.0,-6.0066,-2.0305,-2.9557
-8.9552,-1.0356,2.8758,-0.98522,-3.0457,-0.98522,-3.1944,-1.0356,15.008,-16.052999,3.0719,-0.84553,-6.9593,2.0361,-5.9701,1.9968,-9.1122,-3.0,-5.0165,-1.0152,-4.9261
-5.9701,-1.0356,3.8562,-0.98522,-4.0609,-0.98522,-3.1944,-1.0356,7.9732,-17.048,6.0131,6.9593,-2.0813,6.9622,-3.9801,6.8277,-6.0972,1.0,-1.0561,-1.0152,-5.9113
-2.9851,-2.9773,4.8366,-0.98522,-5.0761,-0.98522,-2.1528,-2.9773,-0.067,-16.052999,6.9935,6.9593,-0.13008,12.874,-3.9801,13.591,-4.0871,3.0,2.9043,-6.0914,-7.8818
2.9851,-1.0356,1.8954,0.0,-3.0457,0.0,-1.1111,-1.0356,2.9481,-12.073,11.895,5.9837,2.7967,20.754999,-0.99502,20.354,-0.067,6.0,8.8449,-3.0457,-5.9113
5.9701,1.877,1.8954,0.98522,1.0152,0.98522,3.0556,1.877,5.9631,-6.1028,13.856,9.8862,4.748,25.681,1.99,25.184999,4.9581,7.0,12.805,1.0152,0.0
4.9751,2.8479,2.8758,3.9409,4.0609,3.9409,8.2639,2.8479,6.9682,-2.1227,11.895,8.9106,5.7236,22.726,1.99,24.219,7.9732,5.0,10.825,1.0152,3.9409
10.945,5.7605,5.817,5.9113,10.152,5.9113,12.431,5.7605,14.003,6.8325,19.739,15.74,12.553,22.726,6.9652,26.150999,17.018,11.0,15.776,7.1066,7.8818
13.93,3.8188,4.8366,2.9557,10.152,2.9557,10.347,3.8188,26.063999,10.813,17.778,17.691,14.504,21.740999,10.945,27.118,19.028,15.0,17.756001,7.1066,5.9113
12.935,-2.0065,-1.0458,-2.9557,3.0457,-2.9557,3.0556,-2.0065,8.9782,9.8176,14.837,18.667,12.553,20.754999,11.94,23.253,16.013,15.0,15.776,1.0152,-0.98522
16.915001,1.877,2.8758,0.98522,6.0914,0.98522,7.2222,1.877,7.9732,15.788,23.66,17.691,18.407,25.681,18.905001,23.253,23.049,17.0,20.726,3.0457,3.9409
18.905001,6.7314,5.817,5.9113,12.183,5.9113,11.389,6.7314,18.023001,22.753,20.719,16.715,20.358,27.652,22.886,20.354,28.073999,18.0,22.705999,7.1066,10.837
14.925,5.7605,4.8366,4.9261,13.198,4.9261,8.2639,5.7605,10.988,22.753,14.837,10.862,20.358,20.754999,18.905001,13.591,25.059,13.0,17.756001,10.152,10.837
10.945,1.877,3.8562,2.9557,10.152,2.9557,4.0972,1.877,4.9581,18.773001,14.837,5.9837,22.309,14.844,12.935,7.7939,21.039,7.0,14.785,12.183,7.8818
8.9552,1.877,3.8562,1.9704,10.152,1.9704,6.1806,1.877,9.9832,17.778,11.895,7.935,15.48,13.859,12.935,7.7939,19.028,8.0,12.805,12.183,8.867
8.9552,4.7896,7.7778,3.9409,13.198,3.9409,12.431,4.7896,20.034,17.778,15.817,9.8862,12.553,13.859,15.92,9.7262,20.034,9.0,12.805,14.213,12.808
3.9801,4.7896,10.719,5.9113,11.168,5.9113,13.472,4.7896,24.054001,12.803,12.876,10.862,11.577,8.9327,13.93,6.8277,14.003,6.0,7.8548,11.168,12.808
-0.99502,1.877,8.7582,3.9409,7.1066,3.9409,10.347,1.877,7.9732,6.8325,5.0327,8.9106,4.748,2.0361,9.9502,1.9968,6.9682,3.0,1.9142,6.0914,9.8522
-0.99502,-1.0356,8.7582,2.9557,7.1066,2.9557,11.389,-1.0356,7.9732,5.8375,4.0523,8.9106,1.8211,0.06568,10.945,1.9968,6.9682,5.0,0.92409,3.0457,8.867
3.9801,2.8479,12.68,5.9113,8.1218,5.9113,13.472,2.8479,20.034,7.8275,8.9542,13.789,2.7967,5.977,14.925,5.8615,8.9782,10.0,5.8746,5.0761,9.8522
8.9552,4.7896,12.68,5.9113,8.1218,5.9113,13.472,4.7896,18.023001,8.8226,8.9542,13.789,2.7967,10.903,14.925,11.659,7.9732,14.0,7.8548,6.0914,8.867
9.9502,1.877,13.66,4.9261,4.0609,4.9261,13.472,1.877,20.034,4.8425,8.9542,16.715,1.8211,10.903,12.935,13.591,3.9531,15.0,5.8746,0.0,6.8966
