Pz,Fp2,F7,Fp1,F4,F1,F3,F2,T3,Cz,T6,T5,T4,O2,C3,O1,C4,P3,P4,F8,Fz
19.9,12.557,6.7974,10.837,12.183,10.837,13.472,12.557,15.008,22.753,17.778,21.593,10.602,11.888,24.875999,15.523,16.013,24.0,14.785,10.152,14.778
21.891001,15.469,8.7582,12.808,14.213,12.808,14.514,15.469,22.044001,22.753,19.739,24.52,10.602,24.695999,25.871,26.150999,17.018,26.0,19.736,12.183,15.764
14.925,15.469,9.7386,13.793,9.1371,13.793,11.389,15.469,5.9631,12.803,15.817,19.642,6.6992,27.652,14.925,25.184999,10.988,16.0,16.766001,9.1371,10.837
7.9602,11.586,7.7778,10.837,4.0609,10.837,6.1806,11.586,-13.132,4.8425,18.757999,14.764,4.748,25.681,3.9801,21.32,4.9581,6.0,13.795,7.1066,4.9261
5.9701,9.644,10.719,8.867,4.0609,8.867,5.1389,9.644,4.9581,2.8524,15.817,13.789,10.602,23.711,3.9801,18.422001,2.9481,4.0,11.815,8.1218,2.9557
-5.9701,0.90615,0.91503,0.98522,-6.0914,0.98522,-7.3611,0.90615,1.943,-10.083,-1.8301,-3.7724,2.7967,8.9327,-6.9652,5.8615,-9.1122,-7.0,-3.0363,2.0305,-9.8522
-13.93,-2.9773,-5.9477,-4.9261,-10.152,-4.9261,-15.694,-2.9773,-3.0821,-18.042999,-7.7124,-11.577,-1.1057,-0.91954,-13.93,-2.8341,-12.127,-12.0,-10.957,-1.0152,-15.764
-17.91,-2.9773,-3.9869,-4.9261,-7.1066,-4.9261,-15.694,-2.9773,4.9581,-18.042999,-4.7712,-10.602,-1.1057,-7.8161,-15.92,-8.6312,-9.1122,-14.0,-14.917,1.0152,-11.823
-21.891001,-4.9191,-4.9673,-5.9113,-8.1218,-5.9113,-17.778,-4.9191,-5.0921,-22.023001,-7.7124,-10.602,0.84553,-13.727,-19.9,-14.428,-11.122,-17.0,-18.878,0.0,-13.793
-13.93,-4.9191,-6.9281,-6.8966,-8.1218,-6.8966,-15.694,-4.9191,-21.173,-18.042999,-2.8105,-5.7236,0.84553,-8.8013,-15.92,-9.5974,-8.1072,-11.0,-11.947,1.0152,-12.808
-3.9801,-2.9773,-3.0065,-4.9261,-4.0609,-4.9261,-11.528,-2.9773,-16.146999,-10.083,3.0719,1.1057,4.748,-2.89,-6.9652,-2.8341,-1.072,-2.0,-2.0462,5.0761,-8.867
4.9751,-1.0356,-0.06536,-3.9409,-3.0457,-3.9409,-9.4444,-1.0356,3.9531,-5.1078,7.9739,7.935,6.6992,4.0066,-1.99,2.963,0.93802,6.0,5.8746,3.0457,-8.867
11.94,0.90615,5.817,-0.98522,0.0,-0.98522,-6.3194,0.90615,18.023001,1.8574,16.797001,14.764,12.553,15.829,2.9851,12.625,6.9682,12.0,14.785,4.0609,-3.9409
14.925,2.8479,-2.0261,0.0,2.0305,0.0,-5.2778,2.8479,4.9581,5.8375,19.739,11.837,12.553,25.681,3.9801,18.422001,8.9782,11.0,18.746,7.1066,-0.98522
11.94,4.7896,-4.9673,1.9704,1.0152,1.9704,-6.3194,4.7896,-11.122,5.8375,14.837,-0.84553,7.6748,26.667,2.9851,17.455999,6.9682,6.0,15.776,9.1371,-2.9557
3.9801,2.8479,-3.0065,0.0,-2.0305,0.0,-9.4444,2.8479,-9.1122,1.8574,13.856,-3.7724,6.6992,17.799999,-0.99502,11.659,2.9481,0.0,9.835,7.1066,-5.9113
-1.99,4.7896,-3.0065,0.98522,-2.0305,0.98522,-9.4444,4.7896,19.028,-0.13267,11.895,4.0325,6.6992,9.9179,-0.99502,7.7939,0.93802,-1.0,3.8944,7.1066,-4.9261
-9.9502,0.90615,-4.9673,-2.9557,-5.0761,-2.9557,-14.653,0.90615,9.9832,-6.1028,4.0523,-2.7967,9.626,-1.9048,-7.9602,-2.8341,-4.0871,-9.0,-5.0165,4.0609,-9.8522
-17.91,-5.89,-11.83,-9.8522,-12.183,-9.8522,-22.986,-5.89,-24.188,-13.068,-6.732,-14.504,4.748,-13.727,-16.915001,-15.395,-9.1122,-19.0,-12.937,-2.0305,-18.719
-11.94,-9.7735,-10.85,-11.823,-12.183,-11.823,-19.861,-9.7735,-18.157,-8.0929,-7.7124,-6.6992,0.84553,-13.727,-9.9502,-14.428,-6.0972,-12.0,-9.967,-1.0152,-18.719
-7.9602,-13.657,-11.83,-13.793,-16.243999,-13.793,-21.944,-13.657,-13.132,-10.083,-13.595,-5.7236,-5.0081,-16.683001,-9.9502,-15.395,-9.1122,-9.0,-10.957,-3.0457,-22.66
-1.99,-14.628,-15.752,-16.749001,-18.274,-16.749001,-26.111,-14.628,-19.162001,-14.063,-9.6732,-12.553,-5.9837,-9.7865,-16.915001,-8.6312,-11.122,-8.0,-6.0066,-6.0914,-25.615999
9.9502,-14.628,-17.712,-16.749001,-15.228,-16.749001,-25.069,-14.628,-10.117,-10.083,10.915,-5.7236,1.8211,7.9475,-14.925,8.7601,-5.0921,1.0,8.8449,-6.0914,-22.66
16.915001,-11.715,-14.771,-12.808,-11.168,-12.808,-19.861,-11.715,-9.1122,-6.1028,17.778,1.1057,3.7724,23.711,-8.9552,22.287001,-3.0821,7.0,16.766001,-5.0761,-18.719
16.915001,-6.8608,-6.9281,-5.9113,-8.1218,-5.9113,-11.528,-6.8608,-6.0972,-1.1277,7.9739,2.0813,1.8211,31.593,-2.9851,28.084,-2.0771,9.0,16.766001,-4.0609,-11.823
5.9701,-7.8317,-3.9869,-4.9261,-12.183,-4.9261,-9.4444,-7.8317,-13.132,-8.0929,-2.8105,-2.7967,-4.0325,21.740999,-8.9552,18.422001,-8.1072,0.0,8.8449,-8.1218,-12.808
-3.9801,-6.8608,7.7778,-2.9557,-11.168,-2.9557,-6.3194,-6.8608,-8.1072,-13.068,1.1111,-6.6992,-5.0081,11.888,-11.94,6.8277,-9.1122,-8.0,2.9043,-8.1218,-11.823
-17.91,-2.9773,1.8954,0.0,-13.198,0.0,-9.4444,-2.9773,-7.1022,-19.038,-5.7516,-15.48,-5.9837,-5.8456,-14.925,-14.428,-15.142,-21.0,-10.957,-8.1218,-12.808
-24.875999,0.90615,-3.9869,1.9704,-11.168,1.9704,-6.3194,0.90615,-6.0972,-18.042999,-12.614,-18.407,-6.9593,-17.667999,-13.93,-27.955,-16.146999,-28.0,-20.858,-8.1218,-9.8522
-26.865999,2.8479,2.8758,4.9261,-9.1371,4.9261,-0.06944,2.8479,-3.0821,-14.063,-15.556,-15.48,-7.935,-24.565001,-9.9502,-29.886999,-15.142,-29.0,-24.818001,-7.1066,-4.9261
-22.886,3.8188,6.7974,5.9113,-9.1371,5.9113,0.97222,3.8188,-11.122,-13.068,-14.575,-17.431,-7.935,-26.535,-8.9552,-26.989,-13.132,-25.0,-24.818001,-6.0914,-4.9261
-9.9502,1.877,5.817,5.9113,-9.1371,5.9113,0.97222,1.877,-7.1022,-9.0879,-10.654,-13.528,-4.0325,-20.624001,-4.9751,-15.395,-9.1122,-13.0,-16.898001,-7.1066,-4.9261
1.99,-0.06472,1.8954,2.9557,-8.1218,2.9557,-2.1528,-0.06472,-0.067,-4.1128,-9.6732,-8.6504,-5.9837,-12.742,-3.9801,-6.6989,-6.0972,-2.0,-7.9868,-6.0914,-3.9409
4.9751,-0.06472,-5.9477,0.0,-6.0914,0.0,-6.3194,-0.06472,-11.122,-3.1177,-2.8105,-8.6504,-4.0325,-5.8456,-7.9602,0.06441,-5.0921,0.0,-1.0561,-5.0761,-3.9409
1.99,-2.9773,-8.8889,-4.9261,-8.1218,-4.9261,-9.4444,-2.9773,-8.1072,-6.1028,-0.84967,-8.6504,-4.0325,-0.91954,-11.94,1.9968,-8.1072,-3.0,-1.0561,-7.1066,-5.9113
-7.9602,-7.8317,-10.85,-6.8966,-14.213,-6.8966,-14.653,-7.8317,-4.0871,-14.063,-11.634,-16.455,-7.935,-3.8752,-19.9,-4.7665,-16.146999,-14.0,-8.9769,-12.183,-11.823
-12.935,-9.7735,-14.771,-10.837,-16.243999,-10.837,-18.819,-9.7735,-24.188,-17.048,-14.575,-15.48,-9.8862,-3.8752,-25.871,-6.6989,-19.162001,-19.0,-13.927,-13.198,-15.764
-21.891001,-13.657,-20.653999,-14.778,-20.305,-14.778,-27.153,-13.657,-35.243,-22.023001,-17.516001,-20.358,-14.764,-11.757,-32.835999,-16.361,-24.188,-28.0,-22.837999,-15.228,-21.674999
-26.865999,-15.599,-20.653999,-16.749001,-18.274,-16.749001,-28.194,-15.599,-32.228001,-23.018,-18.497,-29.138,-11.837,-18.653999,-33.831001,-23.124001,-22.177999,-31.0,-25.809,-14.213,-21.674999
-23.881001,-9.7735,-17.712,-11.823,-12.183,-11.823,-22.986,-9.7735,-27.202999,-16.052999,-13.595,-28.163,-6.9593,-16.683001,-26.865999,-21.191999,-15.142,-26.0,-22.837999,-10.152,-14.778
-27.861,-7.8317,-15.752,-9.8522,-10.152,-9.8522,-18.819,-7.8317,-15.142,-15.058,-18.497,-27.187,-7.935,-25.549999,-24.875999,-28.921,-17.152,-29.0,-26.799,-10.152,-10.837
-30.846001,-7.8317,-7.9085,-9.8522,-10.152,-9.8522,-14.653,-7.8317,-12.127,-19.038,-26.34,-27.187,-5.0081,-34.417,-22.886,-34.717999,-21.173,-33.0,-31.749001,-9.1371,-10.837
-26.865999,-6.8608,-11.83,-9.8522,-13.198,-9.8522,-15.694,-6.8608,-14.137,-21.028,-32.222,-26.211,-7.935,-37.373001,-20.896,-33.751999,-20.167999,-30.0,-32.738998,-8.1218,-12.808
-10.945,-2.9773,-12.81,-6.8966,-9.1371,-6.8966,-12.569,-2.9773,-7.1022,-14.063,-21.438,-18.407,-5.9837,-26.535,-10.945,-22.158001,-11.122,-17.0,-18.878,-3.0457,-8.867
8.9552,3.8188,-3.9869,0.0,0.0,0.0,-3.1944,3.8188,-0.067,-1.1277,-3.7908,-4.748,3.7724,-5.8456,1.99,-0.90177,0.93802,2.0,1.9142,4.0609,-0.98522
15.92,4.7896,-3.0065,1.9704,2.0305,1.9704,0.97222,4.7896,-10.117,1.8574,1.1111,0.13008,5.7236,4.9918,4.9751,9.7262,4.9581,9.0,9.835,5.0761,1.9704
8.9552,1.877,-3.9869,-0.98522,-2.0305,-0.98522,-2.1528,1.877,-12.127,-3.1177,2.0915,-0.84553,2.7967,5.977,0.99502,6.8277,0.93802,2.0,6.8647,1.0152,-0.98522
-3.9801,-2.9773,-4.9673,-2.9557,-8.1218,-2.9557,-6.3194,-2.9773,-12.127,-11.078,-0.84967,-12.553,0.84553,3.0213,-7.9602,0.06441,-5.0921,-9.0,-0.06601,-4.0609,-7.8818
-12.935,-4.9191,-5.9477,-3.9409,-11.168,-3.9409,-6.3194,-4.9191,-23.183001,-15.058,-1.8301,-23.285,-1.1057,-0.91954,-10.945,-6.6989,-8.1072,-16.0,-6.0066,-8.1218,-11.823
-15.92,-2.0065,-3.9869,-0.98522,-8.1218,-0.98522,-3.1944,-2.0065,-21.173,-14.063,-2.8105,-19.382,-2.0813,-2.89,-7.9602,-9.5974,-7.1022,-16.0,-7.9868,-7.1066,-8.867
-15.92,-1.0356,-3.0065,0.0,-8.1218,0.0,-3.1944,-1.0356,-8.1072,-14.063,-5.7516,-12.553,-5.0081,-5.8456,-5.9701,-11.53,-8.1072,-14.0,-9.967,-6.0914,-8.867
-10.945,-1.0356,-1.0458,0.0,-5.0761,0.0,-1.1111,-1.0356,6.9682,-10.083,-2.8105,-6.6992,7.6748,-8.8013,-2.9851,-10.564,-6.0972,-8.0,-7.9868,-3.0457,-6.8966
-5.9701,-1.0356,0.91503,0.98522,-4.0609,0.98522,-0.06944,-1.0356,4.9581,-7.0978,-0.84967,-6.6992,8.6504,-9.7865,0.0,-8.6312,-4.0871,-5.0,-6.0066,-4.0609,-3.9409
-1.99,-4.9191,-3.0065,-2.9557,-8.1218,-2.9557,-5.2778,-4.9191,-2.0771,-8.0929,-8.6928,-3.7724,-4.0325,-7.8161,-0.99502,-4.7665,-6.0972,-3.0,-6.0066,-9.1371,-7.8818
4.9751,-5.89,-4.9673,-3.9409,-7.1066,-3.9409,-6.3194,-5.89,-11.122,-5.1078,-3.7908,4.0325,0.84553,-2.89,-0.99502,2.963,-1.072,2.0,-0.06601,-8.1218,-8.867
11.94,-4.9191,-2.0261,-3.9409,-4.0609,-3.9409,-3.1944,-4.9191,-13.132,-0.13267,2.0915,8.9106,2.7967,6.9622,1.99,12.625,3.9531,7.0,6.8647,-4.0609,-5.9113
13.93,-6.8608,1.8954,-3.9409,-2.0305,-3.9409,-1.1111,-6.8608,-3.0821,3.8474,15.817,7.935,-1.1057,11.888,3.9801,15.523,4.9581,7.0,12.805,-4.0609,-2.9557
9.9502,-4.9191,2.8758,-3.9409,-2.0305,-3.9409,-2.1528,-4.9191,-5.0921,2.8524,13.856,-3.7724,-0.13008,11.888,0.99502,11.659,0.93802,1.0,10.825,-3.0457,-1.9704
5.9701,-3.9482,1.8954,-3.9409,-3.0457,-3.9409,-5.2778,-3.9482,3.9531,-0.13267,4.0523,-1.8211,-3.0569,13.859,-2.9851,11.659,-2.0771,0.0,6.8647,-6.0914,-3.9409
-0.99502,-3.9482,-3.9869,-3.9409,-5.0761,-3.9409,-8.4028,-3.9482,10.988,-5.1078,-7.7124,-2.7967,-11.837,7.9475,-6.9652,3.9291,-8.1072,-5.0,-1.0561,-10.152,-5.9113
0.0,-0.06472,-3.0065,0.98522,3.0457,0.98522,-2.1528,-0.06472,9.9832,1.8574,-3.7908,-1.8211,-8.9106,6.9622,-0.99502,0.06441,-3.0821,-4.0,-0.06601,2.0305,0.98522
0.0,-0.06472,-0.06536,2.9557,6.0914,2.9557,-1.1111,-0.06472,-7.1022,4.8425,-3.7908,-3.7724,-6.9593,1.0509,0.0,-2.8341,-1.072,-4.0,-2.0462,0.0,3.9409
-2.9851,0.90615,-3.0065,1.9704,1.0152,1.9704,-3.1944,0.90615,-18.157,0.86235,-2.8105,-3.7724,-5.9837,-4.8604,-2.9851,-5.7327,-5.0921,-3.0,-4.0264,-4.0609,1.9704
-1.99,4.7896,-2.0261,1.9704,-4.0609,1.9704,-3.1944,4.7896,-11.122,-3.1177,-3.7908,-1.8211,-2.0813,-2.89,-2.9851,-1.868,-8.1072,0.0,-4.0264,6.0914,-0.98522
7.9602,6.7314,1.8954,5.9113,-4.0609,5.9113,0.97222,6.7314,5.9631,-1.1277,3.0719,0.13008,4.748,8.9327,1.99,10.692,-3.0821,8.0,4.8845,11.168,0.0
18.905001,9.644,8.7582,11.823,2.0305,11.823,6.1806,9.644,5.9631,3.8474,12.876,7.935,8.6504,20.754999,8.9552,26.150999,4.9581,19.0,16.766001,9.1371,4.9261
20.896,9.644,7.7778,10.837,3.0457,10.837,4.0972,9.644,-0.067,4.8425,20.719,14.764,9.626,24.695999,8.9552,30.016001,6.9682,21.0,19.736,9.1371,4.9261
15.92,8.6731,3.8562,8.867,0.0,8.867,0.97222,8.6731,8.9782,1.8574,23.66,13.789,8.6504,21.740999,5.9701,24.219,2.9481,16.0,17.756001,7.1066,1.9704
11.94,10.615,3.8562,9.8522,-1.0152,9.8522,2.0139,10.615,1.943,-0.13267,16.797001,9.8862,3.7724,21.740999,3.9801,16.49,-1.072,10.0,14.785,7.1066,2.9557
0.99502,2.8479,1.8954,4.9261,-10.152,4.9261,-1.1111,2.8479,-3.0821,-7.0978,2.0915,-5.7236,-5.9837,12.874,-2.9851,2.963,-10.117,-3.0,3.8944,-3.0457,-3.9409
-2.9851,0.90615,3.8562,4.9261,-11.168,4.9261,-0.06944,0.90615,8.9782,-5.1078,2.0915,-4.748,-5.9837,7.9475,0.0,0.06441,-10.117,-3.0,0.92409,-6.0914,-3.9409
-8.9552,-0.06472,1.8954,2.9557,-11.168,2.9557,-1.1111,-0.06472,14.003,-6.1028,-3.7908,-2.7967,-5.9837,-0.91954,-0.99502,-6.6989,-11.122,-5.0,-6.0066,-6.0914,-3.9409
-14.925,1.877,-0.06536,2.9557,-10.152,2.9557,-2.1528,1.877,-7.1022,-8.0929,-10.654,-8.6504,-7.935,-11.757,-5.9701,-14.428,-12.127,-10.0,-11.947,-4.0609,-3.9409
-15.92,2.8479,-1.0458,4.9261,-8.1218,4.9261,-1.1111,2.8479,-20.167999,-6.1028,-12.614,-11.577,-11.837,-18.653999,-5.9701,-16.361,-10.117,-11.0,-13.927,-4.0609,-0.98522
-7.9602,7.7023,-0.06536,7.8818,-3.0457,7.8818,3.0556,7.7023,-6.0972,-1.1277,-7.7124,-2.7967,-5.9837,-14.713,0.99502,-7.6651,-6.0972,-3.0,-9.967,1.0152,4.9261
-8.9552,6.7314,6.7974,7.8818,-6.0914,7.8818,-1.1111,6.7314,3.9531,-9.0879,-10.654,-2.7967,-1.1057,-15.698,-3.9801,-4.7665,-11.122,-3.0,-13.927,1.0152,-0.98522
-6.9652,6.7314,2.8758,7.8818,-10.152,7.8818,-6.3194,6.7314,16.013,-15.058,-7.7124,1.1057,-1.1057,-9.7865,-7.9602,-0.90177,-12.127,-2.0,-10.957,-1.0152,-7.8818
3.9801,11.586,2.8758,12.808,-4.0609,12.808,-1.1111,11.586,7.9732,-8.0929,5.0327,12.813,5.7236,7.9475,-0.99502,11.659,-3.0821,8.0,2.9043,2.0305,-1.9704
10.945,12.557,6.7974,13.793,1.0152,13.793,-0.06944,12.557,1.943,-1.1277,6.9935,14.764,5.7236,17.799999,3.9801,19.388,1.943,14.0,10.825,3.0457,1.9704
4.9751,11.586,2.8758,10.837,-3.0457,10.837,-5.2778,11.586,-10.117,-6.1028,-1.8301,2.0813,-3.0569,8.9327,-3.9801,11.659,-5.0921,5.0,2.9043,1.0152,-3.9409
0.0,12.557,3.8562,12.808,-3.0457,12.808,-5.2778,12.557,-3.0821,-9.0879,-1.8301,-0.84553,-5.0081,0.06568,-5.9701,5.8615,-8.1072,0.0,-4.0264,1.0152,-3.9409
-0.99502,15.469,7.7778,16.749001,2.0305,16.749001,-0.06944,15.469,14.003,-5.1078,5.0327,5.9837,1.8211,-0.91954,0.0,4.8953,-3.0821,2.0,-3.0363,4.0609,1.9704
-12.935,11.586,3.8562,12.808,-3.0457,12.808,-5.2778,11.586,-1.072,-10.083,-7.7124,-2.7967,-5.0081,-12.742,-4.9751,-9.5974,-8.1072,-10.0,-12.937,0.0,-3.9409
-21.891001,6.7314,-1.0458,5.9113,-8.1218,5.9113,-10.486,6.7314,-8.1072,-16.052999,-15.556,-13.528,-10.862,-21.608999,-11.94,-18.292999,-10.117,-18.0,-18.878,-4.0609,-9.8522
-14.925,5.7605,-3.9869,2.9557,-5.0761,2.9557,-10.486,5.7605,-2.0771,-12.073,-7.7124,-11.577,-1.1057,-17.667999,-8.9552,-11.53,-1.072,-12.0,-11.947,1.0152,-8.867
0.0,10.615,0.91503,3.9409,5.0761,3.9409,-4.2361,10.615,2.9481,-3.1177,0.13072,-3.7724,8.6504,-5.8456,-0.99502,1.0306,7.9732,1.0,0.92409,12.183,-0.98522
2.9851,6.7314,-2.0261,0.98522,2.0305,0.98522,-8.4028,6.7314,1.943,-3.1177,8.9542,-0.84553,3.7724,-5.8456,-3.9801,-0.90177,4.9581,-1.0,5.8746,8.1218,-2.9557
2.9851,3.8188,-0.06536,-0.98522,0.0,-0.98522,-11.528,3.8188,-10.117,-4.1128,6.9935,-6.6992,2.7967,-0.91954,-6.9652,-0.90177,3.9531,-4.0,7.8548,3.0457,-5.9113
1.99,2.8479,-6.9281,-2.9557,1.0152,-2.9557,-11.528,2.8479,-21.173,-1.1277,-0.84967,-11.577,4.748,4.9918,-7.9602,1.0306,4.9581,-4.0,6.8647,3.0457,-4.9261
-1.99,1.877,-9.8693,-2.9557,-2.0305,-2.9557,-12.569,1.877,1.943,-3.1177,-0.84967,-9.626,2.7967,5.977,-5.9701,0.06441,0.93802,-5.0,2.9043,2.0305,-5.9113
-4.9751,-0.06472,-3.0065,-1.9704,-4.0609,-1.9704,-11.528,-0.06472,5.9631,-7.0978,7.9739,-2.7967,-2.0813,6.9622,-6.9652,0.06441,-4.0871,-4.0,0.92409,1.0152,-7.8818
-4.9751,2.8479,-1.0458,1.9704,-2.0305,1.9704,-8.4028,2.8479,-17.152,-5.1078,11.895,-2.7967,-0.13008,5.977,-8.9552,0.06441,-4.0871,-5.0,1.9142,4.0609,-3.9409
-1.99,6.7314,0.91503,4.9261,4.0609,4.9261,-1.1111,6.7314,-10.117,4.8425,10.915,-3.7724,5.7236,4.0066,-2.9851,-2.8341,2.9481,-4.0,3.8944,5.0761,4.9261
-3.9801,6.7314,2.8758,4.9261,3.0457,4.9261,-0.06944,6.7314,3.9531,6.8325,-1.8301,-9.626,-1.1057,-6.8309,-0.99502,-12.496,1.943,-8.0,-2.0462,0.0,5.9113
-10.945,0.90615,-0.06536,0.98522,-3.0457,0.98522,-4.2361,0.90615,-5.0921,-0.13267,-12.614,-17.431,-12.813,-18.653999,-6.9652,-25.056,-7.1022,-16.0,-12.937,-6.0914,0.0
-7.9602,-2.9773,-1.0458,0.0,-3.0457,0.0,-3.1944,-2.9773,-13.132,-1.1277,-13.595,-17.431,-5.9837,-18.653999,-6.9652,-23.124001,-8.1072,-13.0,-11.947,-6.0914,0.0
-3.9801,-3.9482,-2.0261,-1.9704,-3.0457,-1.9704,-5.2778,-3.9482,-12.127,-0.13267,-15.556,-14.504,-4.0325,-18.653999,-6.9652,-14.428,-7.1022,-7.0,-9.967,-7.1066,0.0
0.0,-2.0065,-2.0261,0.0,-1.0152,0.0,-4.2361,-2.0065,-7.1022,2.8524,-7.7124,-9.626,-4.0325,-18.653999,-4.9751,-6.6989,-2.0771,-2.0,-5.0165,-7.1066,1.9704
2.9851,-0.06472,0.91503,3.9409,-1.0152,3.9409,0.97222,-0.06472,-6.0972,1.8574,-4.7712,-4.748,-5.9837,-9.7865,-4.9751,1.0306,-1.072,1.0,-0.06601,-7.1066,4.9261
8.9552,0.90615,1.8954,4.9261,1.0152,4.9261,2.0139,0.90615,-6.0972,1.8574,4.0523,-0.84553,-2.0813,8.9327,-5.9701,12.625,-0.067,4.0,9.835,-6.0914,5.9113
16.915001,3.8188,7.7778,4.9261,6.0914,4.9261,3.0556,3.8188,-8.1072,5.8375,18.757999,2.0813,3.7724,30.608,-1.99,26.150999,4.9581,9.0,19.736,-1.0152,7.8818
13.93,0.90615,1.8954,2.9557,2.0305,2.9557,-3.1944,0.90615,-14.137,4.8425,17.778,5.9837,-1.1057,32.577999,-1.99,25.184999,1.943,9.0,17.756001,-2.0305,1.9704
9.9502,-0.06472,-1.0458,1.9704,1.0152,1.9704,-3.1944,-0.06472,-12.127,5.8375,18.757999,13.789,0.84553,25.681,0.0,20.354,2.9481,9.0,13.795,-3.0457,0.98522
4.9751,-0.06472,-0.06536,1.9704,0.0,1.9704,-0.06944,-0.06472,5.9631,6.8325,12.876,8.9106,8.6504,14.844,1.99,10.692,4.9581,5.0,7.8548,-1.0152,1.9704
1.99,0.90615,2.8758,2.9557,3.0457,2.9557,4.0972,0.90615,4.9581,10.813,10.915,2.0813,11.577,4.0066,5.9701,-0.90177,8.9782,1.0,3.8944,1.0152,4.9261
0.0,4.7896,4.8366,5.9113,9.1371,5.9113,6.1806,4.7896,-0.067,13.798,6.0131,0.13008,7.6748,-5.8456,6.9652,-15.395,9.9832,-4.0,-0.06601,6.0914,8.867
0.99502,6.7314,5.817,4.9261,12.183,4.9261,6.1806,6.7314,-3.0821,14.793,-0.84967,-4.748,3.7724,-8.8013,5.9701,-17.327,8.9782,-5.0,-2.0462,7.1066,10.837
8.9552,4.7896,3.8562,2.9557,13.198,2.9557,6.1806,4.7896,-5.0921,16.783001,2.0915,-2.7967,2.7967,0.06568,9.9502,-1.868,10.988,4.0,2.9043,4.0609,13.793
10.945,-2.9773,0.91503,-3.9409,6.0914,-3.9409,2.0139,-2.9773,-7.1022,13.798,6.9935,-0.84553,2.7967,5.977,6.9652,10.692,8.9782,8.0,6.8647,-2.0305,7.8818
5.9701,-11.715,-3.0065,-11.823,-2.0305,-11.823,-5.2778,-11.715,10.988,5.8375,7.9739,-1.8211,-2.0813,5.977,1.99,10.692,3.9531,5.0,5.8746,-6.0914,-1.9704
10.945,-10.744,2.8758,-11.823,0.0,-11.823,-3.1944,-10.744,11.993,9.8176,2.0915,10.862,-0.13008,6.9622,6.9652,15.523,7.9732,13.0,10.825,-3.0457,0.0
13.93,-9.7735,-3.0065,-9.8522,0.0,-9.8522,-1.1111,-9.7735,-13.132,12.803,6.9935,13.789,8.6504,8.9327,7.9602,16.49,9.9832,15.0,13.795,-3.0457,0.98522
12.935,-8.8026,-6.9281,-6.8966,-1.0152,-6.8966,-1.1111,-8.8026,-13.132,12.803,16.797001,9.8862,8.6504,16.813999,8.9552,16.49,8.9782,14.0,15.776,-4.0609,0.98522
12.935,-7.8317,-2.0261,-5.9113,-1.0152,-5.9113,3.0556,-7.8317,-2.0771,15.788,18.757999,11.837,8.6504,17.799999,15.92,15.523,7.9732,16.0,15.776,-4.0609,2.9557
6.9652,-6.8608,0.91503,-3.9409,-4.0609,-3.9409,4.0972,-6.8608,2.9481,12.803,17.778,8.9106,3.7724,11.888,13.93,6.8277,2.9481,11.0,9.835,-5.0761,0.98522
9.9502,0.90615,5.817,3.9409,1.0152,3.9409,9.3056,0.90615,7.9732,15.788,20.719,12.813,6.6992,16.813999,16.915001,6.8277,6.9682,13.0,12.805,0.0,5.9113
20.896,6.7314,6.7974,9.8522,10.152,9.8522,14.514,6.7314,21.039,21.757999,26.601,21.593,16.455,29.622,22.886,16.49,17.018,22.0,23.695999,5.0761,13.793
15.92,4.7896,0.91503,7.8818,7.1066,7.8818,8.2639,4.7896,19.028,13.798,13.856,15.74,10.602,19.77,15.92,9.7262,10.988,16.0,16.766001,1.0152,7.8818
10.945,3.8188,-0.06536,7.8818,5.0761,7.8818,6.1806,3.8188,7.9732,9.8176,4.0523,8.9106,5.7236,7.9475,12.935,2.963,6.9682,11.0,7.8548,1.0152,6.8966
14.925,7.7023,4.8366,9.8522,12.183,9.8522,13.472,7.7023,2.9481,14.793,5.0327,13.789,8.6504,2.0361,15.92,5.8615,11.993,15.0,7.8548,5.0761,15.764
17.91,4.7896,4.8366,4.9261,14.213,4.9261,12.431,4.7896,2.9481,16.783001,6.0131,18.667,12.553,-2.89,15.92,8.7601,12.998,19.0,7.8548,4.0609,16.749001
8.9552,-7.8317,-1.0458,-5.9113,5.0761,-5.9113,3.0556,-7.8317,-0.067,5.8375,-3.7908,8.9106,3.7724,-11.757,6.9652,2.963,3.9531,11.0,0.92409,-5.0761,7.8818
7.9602,-11.715,-1.0458,-9.8522,5.0761,-9.8522,3.0556,-11.715,1.943,4.8425,4.0523,6.9593,3.7724,-0.91954,2.9851,7.7939,5.9631,10.0,6.8647,-5.0761,6.8966
4.9751,-13.657,-8.8889,-12.808,3.0457,-12.808,0.97222,-13.657,6.9682,0.86235,14.837,7.935,1.8211,8.9327,-0.99502,6.8277,4.9581,5.0,9.835,-4.0609,4.9261
-0.99502,-14.628,-9.8693,-13.793,1.0152,-13.793,-1.1111,-14.628,-0.067,-5.1078,15.817,0.13008,2.7967,11.888,-5.9701,1.0306,-0.067,-4.0,6.8647,-5.0761,1.9704
0.99502,-10.744,-3.9869,-9.8522,4.0609,-9.8522,2.0139,-10.744,-4.0871,-3.1177,16.797001,-0.84553,8.6504,16.813999,-1.99,2.963,1.943,-3.0,7.8548,-2.0305,4.9261
1.99,-7.8317,-3.9869,-7.8818,6.0914,-7.8818,2.0139,-7.8317,1.943,-3.1177,16.797001,-2.7967,12.553,19.77,-2.9851,6.8277,3.9531,-2.0,8.8449,0.0,5.9113
